contract,sky,date
0x2c89024c13a80bc1b662a3db990524652c15221c,0.0,2025-06-04
0x173a1c04b79ed9266721c1154daa29addc0b9558,2415431306.6757617,2025-06-03
0x0f23de72e1581857eacd6308aebb69cf3a49cc86,2390797669.0115275,2025-06-03
0xfc48fbca739079aab08216c4d5e506b96593753d,943197509.5625713,2025-06-03
0x4bed44a9839b8778f69bb6a6d9f843414377ae90,28054725.474383328,2025-06-03
0xe01684b17df0abbdaf97839277b194be4e1a7e79,21167192.621124957,2025-06-03
0xead02d18529c10eedd995f760fdf5e380ddf3da6,6213684.998240154,2025-06-03
0x555230eca835a808518ec3ea3082f05502bab850,3587723.762709565,2025-06-03
0xff7615e05ec1c8d5ded24ab50bf74432666bee2f,2574272.5325159202,2025-06-03
0xd260762e442ea1893e5ed5e7d28984e19aafbf5e,1589320.2777120278,2025-06-03
0x5d4a96afadb5505a8ff21ddeca2baf3a63301396,0.0,2025-06-03
0x550e5ec00b9d26a3517ce772ddfe73e8ed1672ad,0.0,2025-06-03
0x2c89024c13a80bc1b662a3db990524652c15221c,0.0,2025-06-03
0x173a1c04b79ed9266721c1154daa29addc0b9558,2395418068.2297254,2025-06-02
0x0f23de72e1581857eacd6308aebb69cf3a49cc86,2387525362.573888,2025-06-02
0xfc48fbca739079aab08216c4d5e506b96593753d,936332499.9088733,2025-06-02
0x4bed44a9839b8778f69bb6a6d9f843414377ae90,28676253.18148627,2025-06-02
0xe01684b17df0abbdaf97839277b194be4e1a7e79,20260487.693634935,2025-06-02
0xead02d18529c10eedd995f760fdf5e380ddf3da6,5765195.584882529,2025-06-02
0x555230eca835a808518ec3ea3082f05502bab850,3500363.762709565,2025-06-02
0xd260762e442ea1893e5ed5e7d28984e19aafbf5e,1388318.9298005123,2025-06-02
0xff7615e05ec1c8d5ded24ab50bf74432666bee2f,37.2975099217316,2025-06-02
0x5d4a96afadb5505a8ff21ddeca2baf3a63301396,0.0,2025-06-02
0x550e5ec00b9d26a3517ce772ddfe73e8ed1672ad,0.0,2025-06-02
0x2c89024c13a80bc1b662a3db990524652c15221c,0.0,2025-06-02
0x0f23de72e1581857eacd6308aebb69cf3a49cc86,2269425645.9921494,2025-06-01
0x173a1c04b79ed9266721c1154daa29addc0b9558,1817160640.956443,2025-06-01
0xfc48fbca739079aab08216c4d5e506b96593753d,1314210043.3944108,2025-06-01
0x4bed44a9839b8778f69bb6a6d9f843414377ae90,25343403.08918572,2025-06-01
0xe01684b17df0abbdaf97839277b194be4e1a7e79,7175920.022189089,2025-06-01
0xead02d18529c10eedd995f760fdf5e380ddf3da6,2587216.2227245225,2025-06-01
0xd260762e442ea1893e5ed5e7d28984e19aafbf5e,1388318.9298005123,2025-06-01
0x555230eca835a808518ec3ea3082f05502bab850,39.36873681668145,2025-06-01
0xff7615e05ec1c8d5ded24ab50bf74432666bee2f,37.2975099217316,2025-06-01
0x5d4a96afadb5505a8ff21ddeca2baf3a63301396,0.0,2025-06-01
0x550e5ec00b9d26a3517ce772ddfe73e8ed1672ad,0.0,2025-06-01
0x2c89024c13a80bc1b662a3db990524652c15221c,0.0,2025-06-01
